Tourist Trap;David Schmoeller;Horror;Compass
The Villain;Hal Needham;ComedyWestern;Columbia
The Visitor;Giulio Paradisi;Horror;Italy/U.S.
Wanda Nevada;Peter Fonda;Western;United Artists
The Wanderers;Philip Kaufman;Drama;based on Richard Price novel
The War at Home;Glenn Silber;Documentary;
The Warriors;Walter Hill;Action;based on Sol Yurick novel
When You Comin' Back, Red Ryder?;Milton Katselas;Drama;based on Mark Medoff play
When a Stranger Calls;Fred Walton;Thriller;"Columbia; Remake of 2006 film"
Winter Kills;William Richert;Drama;based on Richard Condon novel
Wise Blood;John Huston;Drama;based on Flannery O'Connor novel
Wolfman;Worth Keeter, Earl Owensby;Horror;
Yanks;John Schlesinger;Drama, War;Universal
Airplane!;Jim Abrahams, Jerry Zucker;Comedy;
Alien Dead;Fred Olen Ray;Horror, Science fiction;
Alligator;Lewis Teague;Horror;
American Gigolo;Paul Schrader;Drama;
Animalympics;Steven Lisberger;Animated;
Antropophagus[citation needed];Joe D'Amato;Horror;
The Apple;Menahem Golan;Sci-fi, Musical,Comedy;The Cannon Group
The Baltimore Bullet;Robert Ellis Miller;Comedy;Avco Embassy
Battle Beyond the Stars;Jimmy Murakami;Sci-fi;
Below the Belt;Robert Fowler;Comedy, drama;"based on Rosalyn Drexler novel; actor Herb Voland's last film"
The Big Brawl;Robert Clouse;Action;Chan's first U.S.-based film
The Big Red One;Samuel Fuller;War;Fuller's final war film
The Black Marble;Harold Becker;Crime comedy;Avco Embassy
The Blue Lagoon;Randal Kleiser;Adventure;Razzie award for Shields
The Blues Brothers;John Landis;Musical comedy;based on characters introduced on Saturday Night Live
Bon Voyage, Charlie Brown (and Don't Come Back!!);Phil Roman, Bill Melendez;Animation;Paramount
The Boogeyman;Ulli Lommel;Horror;
Borderline;Jerrold Freedman;Action;ITC
Bronco Billy;Clint Eastwood;Comedy;Warner Bros.
Brubaker;Stuart Rosenberg;Drama;"Fox; screenplay Oscar-nominated"
Caboblanco;J. Lee Thompson;Action;
Caddyshack;Harold Ramis;Comedy;first film directed by Ramis
Can't Stop the Music;Nancy Walker;Musical comedy;first Razzie award winner
Cardiac Arrest;Murray Mintz;Thriller;
Carny;Robert Kaylor;Drama;United Artists
A Change of Seasons;Stephen Frears;Romance;Fox
The Changeling;Peter Medak;Horror;Genie Award Best Canadian Film
Cheech & Chong's Next Movie;Tommy Chong;Comedy;sequel to Up in Smoke
The Children;Max Kalmanowicz;Horror;
Christmas Evil;Lewis Jackson;Horror;
Circle of Two;Jules Dassin;Drama;Dassin's final film
Coal Miner's Daughter;Michael Apted;Biography;"story of Loretta Lynn; Oscar for Spacek, 7 nominations"
Coast to Coast;Joseph Sargent;Comedy;Paramount
The Competition;Joel Oliansky;Drama;2 Oscar nominations
Cruising;William Friedkin;Thriller;3 Razzie nominations
Death Watch;Bertrand Tavernier;Sci-fi;filmed in Scotland
Defiance;John Flynn;Crime drama;produced by Jerry Bruckheimer
Delusion;Alan Beattie;Mystery;
Die Laughing;Jeff Werner;Comedy;Orion
Divine Madness!;Michael Ritchie;Documentary;Midler in concert
The Dogs of War;John Irvin;War;based on novel by Frederick Forsyth
Don't Answer the Phone;Robert Hammer;Horror;Crown International Pictures
Don't Go in the Woods;James Bryan;Horror;
Double Negative[citation needed];George Bloomfield;Thriller;aka Deadly Companion
Dressed to Kill;Brian De Palma;Horror, Mystery, Thriller;"Saturn Award for Dickinson; 3 Razzie nominations"
The Earthling;Peter Collinson;Adventure;"Australia; Collinson's last film"
The Elephant Man;David Lynch;Drama, Biography;"8 Oscar nominations; story of Joseph Merrick"
The Exterminator;James Glickenhaus;Thriller;Avco Embassy
Fade to Black;Vernon Zimmerman;Horror;Golden Globe, Saturn Award nominee
Fame;Alan Parker;Drama, Musical;6 Oscar nominations
Fatso;Anne Bancroft;Comedy, Drama;also written by Bancroft
The Fiendish Plot of Dr. Fu Manchu;Piers Haggard;Comedy;final film for Sellers
The Final Countdown;Don Taylor;Science fiction;final film directed by Taylor
The First Deadly Sin;Brian G. Hutton;Thriller;based on Lawrence Sanders novel
First Family;Buck Henry;Comedy;also written by Henry
Flash Gordon;Mike Hodges;Science fiction;based on film serial
The Fog;John Carpenter;Horror;"Embassy; Remake of 2005 film"
Foolin' Around;Richard T. Heffron;Romance;
The Formula;John G. Avildsen;Thriller;"from Steve Shagan novel; 4 Razzie nominations"
Foxes;Adrian Lyne;Drama;PolyGram
Friday the 13th;Sean S. Cunningham;Horror;led to 11 sequels
Galaxina;William Sachs;Sci-fi;
Gilda Live;Mike Nichols;Concert film;Warner Bros.
Gloria;John Cassavetes;Crime drama;"Columbia; Remake of 1999 film"
The Gods Must Be Crazy;James Uys;Comedy;20th Century Fox
The Gong Show Movie;Chuck Barris;Comedy;based on TV game show
Gorp;Joseph Ruben;Comedy;A.I.P.
Hangar 18;James L. Conway;Science fiction;MST3K
The Happy Hooker Goes Hollywood;Alan Roberts;Sex comedy;3rd Xaviera Hollander film
He Knows You're Alone;Armand Hamson;Horror;
Health;Robert Altman;Comedy;Altman's 15th film
Heart Beat;John Byrum;Romance;Orion
Heaven's Gate;Michael Cimino;Western;"5 Razzie nominations; wide release in 1981"
Herbie Goes Bananas;Vincent McEveety;Comedy;3rd sequel to The Love Bug
Hero at Large;Martin Davidson;Comedy;MGM
The Hollywood Knights;Floyd Mutrux;Comedy;Columbia
Home Movies;Brian DePalma;Comedy;
Honeysuckle Rose;Jerry Schatzberg;Drama;Warner Bros.
Hopscotch;Ronald Neame;Mystery;"Embassy; based on Brian Garfield novel"
How to Beat the High Co$t of Living;Robert Scheerer;Crime comedy;MGM
Humanoids from the Deep;Barbara Peters;Science fiction;New World
The Hunter;Buzz Kulik;Thriller;McQueen's final film
The Idolmaker;Taylor Hackford;Drama;1st film for Gallagher, Pantoliano
Image of the Beast;Donald W. Thompson;Thriller;
In God We Tru$t;Marty Feldman;Comedy;produced, co-written by Feldman
Inside Moves;Richard Donner;Drama;"ITC; Oscar nomination for Scarwid"
The Island;Michael Ritchie;Thriller;from Peter Benchley novel
It's My Turn;Claudia Weill;Romantic comedy;Columbia
Jane Austen in Manhattan;James Ivory;Romance;
The Jazz Singer;Richard Fleischer;Drama, Musical;"remake of 1927 film; 5 Razzie nominations"
Just Tell Me What You Want;Sidney Lumet;Romantic comedy;Loy's final film
The Kidnapping of the President;George Mendeluk;Thriller;from Charles Templeton novel
Kill or Be Killed;Ivan Hall;Action;
The Last Flight of Noah's Ark;Charles Jarrott;Adventure, Family;Disney
The Last Married Couple in America;Gil Cates;Comedy;Wood's penultimate film
The Lathe of Heaven;David Loxton;Science fiction;PBS film
The Legend of Alfred Packer;James W. Roberson;Western;
The Life and Times of Rosie the Riveter;Connie Field;Documentary;
Little Darlings;Ronald F. Maxwell;Comedy;Paramount
The Little Dragons;Tony Bill;Action, Adventure;also known as Karate Kids U.S.A or simply Karate Kids
Little Miss Marker;Walter Bernstein;Comedy;based on 1934 film
The Long Riders;Walter Hill;Western;stars 4 sets of brothers
Loose Shoes;Ira Miller;Comedy;
Loving Couples;Jack Smight;Romance;20th Century Fox
Mad Max;Bryon Kennedy;Action;Warner Bros.
The Magician of Lublin;Mike Newell;Drama;Based on The Magician of Lublin by Isaac Bashevis Singer
The Man with Bogart's Face;Robert Day;Comedy;20th Century Fox
Maniac!;William Lustig;Horror;
Melvin and Howard;Jonathan Demme;Comedy, Biography;Oscar for Steenburgen
Middle Age Crazy;John Trent;Comedy;20th Century Fox
Midnight Madness;Michael Nankin, David Wechter;Comedy;Disney
The Mirror Crack'd;Guy Hamilton;Mystery;from Agatha Christie story
The Monster Club;Roy Ward Baker;Comedy;ITC Entertainment
Motel Hell;Kevin Connor;Horror;
Mother's Day;Charles Kaufman;Horror;Troma Entertainment
The Mountain Men;Richard Lang;Adventure, Western;Columbia
My Bodyguard;Tony Bill;Drama;first film directed by Bill
Night of the Demon;James C. Wasson;Horror;
Nightkill;Ted Post;Thriller;
Nijinsky;Herbert Ross;Biography;story of Vaslav Nijinsky
Nine to Five;Colin Higgins;Comedy;"became TV series, Broadway show; screen debut of Dolly Parton, hit song for Parton"
The Ninth Configuration;William Peter Blatty;Drama;based on Blatty's novel
Nothing Personal;George Bloomfield;Comedy;A.I.P.
The Nude Bomb;Clive Donner;Comedy, Mystery;based on Get Smart
The Octagon;Eric Karson;Action;ACR
Oh, God! Book II;Gilbert Cates;Comedy;sequel to Oh, God!
Oh Heavenly Dog;Joe Camp;Comedy;featuring Benji
One Trick Pony;Robert M. Young;Musical, Drama;written by Simon
Ordinary People;Robert Redford;Drama;"based on novel by Judith Guest; Oscars for Hutton, Best Picture, Director, Screenplay"
Out of the Blue;Dennis Hopper;Drama;Discovery Films
Permanent Vacation;Jim Jarmusch;Drama;
The Pilot;Cliff Robertson;Drama;Summit Films
Popeye;Robert Altman;Musical comedy;"Paramount and Disney; based on E. C. Segar character"
Pray TV;Rick Friedberg;Comedy;
Private Benjamin;Howard Zieff;Comedy;"3 Oscar nominations; became TV series"
The Private Eyes;Lang Elliott;Comedy;TriStar
Prom Night;Paul Lynch;Horror;followed by 3 sequels
The Psychotronic Man;Jack M. Sell;Science fiction;
Raging Bull;Martin Scorsese;Biography, Drama;"story of Jake LaMotta; Oscar for De Niro, 8 nominations"
Raise the Titanic;Jerry Jameson;Action;from Clive Cussler novel
Resurrection;Daniel Petrie;Drama;2 Oscar nominations
The Return of the King;Jules Bass;Animation;from J. R. R. Tolkien story
Return of the Secaucus Seven;John Sayles;Drama;Libra Films
Roadie;Alan Rudolph;Comedy, Musical;United Artists
Rockshow;;Documentary, Musical;Miramax
Rough Cut;Don Siegel;Crime, Comedy;Siegel's next-to-last film
Running Scared;Paul Glickler;Action;
Saturn 3;Stanley Donen;Science fiction;Martin Amis script
Schizoid;David Paulsen;Horror;
Scruples;Alan J. Levi;Drama;"TV mini-series; based on a novel by Judith Krantz"
The Sea Wolves;Andrew V. McLaglen;Action, War;based on James Leasor book
Seems Like Old Times;Jay Sandrich;Comedy;Neil Simon script
Serial;Bill Persky;Comedy;from Cyra McFadden novel
S*H*E;Robert M. Lewis;Spy;
The Shining;Stanley Kubrick;Horror;"from Stephen King novel; 4 Saturn Award nominations"
Silent Scream;Denny Harris;Horror;
Simon;Marshall Brickman;Comedy;Orion
A Small Circle of Friends;Rob Cohen;Drama;United Artists
Smokey and the Bandit II;Hal Needham;Action, Comedy;Smokey and the Bandit sequel
Somewhere in Time;Jeannot Szwarc;Fantasy, Romance;"from Richard Matheson novel; 3 Saturn Awards"
The Empire Strikes Back;Irvin Kershner;Science fiction;"sequel to Star Wars; top-grossing 1980 film in U.S.; 3 Oscar nominations"
Stardust Memories;Woody Allen;Comedy, Drama;filmed in black-and-white
Stir Crazy;Sidney Poitier;Comedy;Columbia
The Stunt Man;Richard Rush;Comedy, Drama;3 Oscar nominations
Sunday Lovers;Bryan Forbes;Comedy;4 stories
Super Fuzz;Sergio Corbucci;Action;
Superman II;Richard Lester;Action, Adventure;sequel to Superman
Tell Me a Riddle;Lee Grant;Drama;based on Tillie Olsen stories
Terror Train;Roger Spottiswoode;Horror;Canada
Those Lips, Those Eyes;Michael Pressman;Comedy;United Artists
Times Square;Allan Moyle;Drama, Musical;EMI Films
To All A Goodnight;David Hess;Slasher;
Tom Horn;William Wiard;Western, Biography;McQueen's next-to-last film
The Unseen;Danny Steinmann;Horror;
Up the Academy;Robert Downey, Sr.;Comedy;Warner Bros.
Urban Cowboy;James Bridges;Drama;based on Aaron Latham story
Used Cars;Robert Zemeckis;Comedy;Warden in two roles
The Watcher in the Woods;John Hough, Vincent McEveety;Fantasy, Thriller;Walt Disney
When Time Ran Out;James Goldstone;Disaster film;the last feature film produced by Irwin Allen
Where the Buffalo Roam;Art Linson;Comedy;"Universal; based on Hunter S. Thompson; Remake of 1938 film"
Wholly Moses!;Gary Weis;Comedy;Columbia
Why Would I Lie?;Larry Peerce;Comedy, drama;MGM
Willie & Phil;Paul Mazursky;Comedy, drama;20th Century Fox
Windows;Gordon Willis;Horror;5 Razzie nominations
Witches' Brew;Donna Ashbrook;Comedy;Turner's final film
Without Warning;Greydon Clark;Horror;Filmways Pictures
Xanadu;Robert Greenwald;Fantasy, Musical;"Kelly's final film; 6 Razzie nominations"
1;Raiders of the Lost Ark;$212,222,025;
2;On Golden Pond;$119,285,432;
3;Superman II;$108,185,706;
4;Arthur;$95,461,682;
5;Stripes;$85,297,000;
6;The Cannonball Run;$72,179,579;
7;Chariots of Fire;$58,972,904;
8;For Your Eyes Only;$54,812,802;
9;The Four Seasons;$50,427,646;
10;Time Bandits;$42,365,581;
Absence of Malice;Sydney Pollack;Drama;3 Oscar nominations
All Night Long;Jean-Claude Tramont;Comedy;Universal
...All the Marbles;Robert Aldrich;Comedy, Drama;Aldrich's final film
The Amateur;Charles Jarrott;Spy;20th Century Fox
American Pop;Ralph Bakshi;Drama, Animated;Columbia
An American Werewolf in London;John Landis;Horror, Comedy;won Saturn Award
Amy;Vincent McEveety;Family;
The Archer: Fugitive from the Empire;Nicholas J. Corea;Sword and sorcery;produced as a pilot for an unsold TV series
Arthur;Steve Gordon;Romantic comedy;"Oscar for Gielgud; inspired 1988 sequel"
Back Roads;Martin Ritt;Romantic comedy;Warner Bros.
Blood Beach;Jeffrey Bloom;Horror;
Blow Out;Brian De Palma;Horror, Mystery, Thriller;Filmways
Body Heat;Lawrence Kasdan;Suspense;first film for Kasdan, Turner
Body and Soul;George Bowers;Sports drama;remake of 1947 film
Buddy Buddy;Billy Wilder;Comedy;Wilder's final film
Burned at the Stake;Bert I. Gordon;Horror;
The Burning;Tony Maylam;Horror;
Bustin' Loose;Oz Scott;Comedy;Universal
The Cannonball Run;Hal Needham;Comedy, Action;"20th Century Fox; followed by Cannonball Run II"
Carbon Copy;Michael Schultz;Comedy;RKO
Cattle Annie and Little Britches;Lamont Johnson;Drama;Universal
Caveman;Carl Gottlieb;Comedy;United Artists
Charlie Chan and the Curse of the Dragon Queen;Clive Donner;Mystery;Charlie Chan
The Chosen;Jeremy Kagan;Drama;20th Century Fox
Circle of Power;Bobby Roth;Thriller;
Circle of Two;Jules Dassin;Drama;Troma
Chariots of Fire;Hugh Hudson;Sports, Drama;4 Oscar wons
Chu Chu and the Philly Flash;David Lowell Rich;Comedy;20th Century Fox
Clash of the Titans;Desmond Davis;Fantasy;remade in 2010
Condorman;Charles Jarrott;Adventure;Disney
Continental Divide;Michael Apted;Romantic comedy;Belushi's next-to-last film
Cutter's Way;Ivan Passer;Mystery, Drama;aka Cutter and Bone
Dead & Buried;Gary Sherman;Horror;Avco Embassy
Deadly Blessing;Wes Craven;Horror;
Death of a Centerfold: The Dorothy Stratten Story;Gabrielle Beaumont;Biography;made for TV
Death Hunt;Peter R. Hunt;Adventure;20th Century Fox
The Decline of Western Civilization;Penelope Spheeris;Documentary;
The Devil and Max Devlin;Steven Hilliard Stern;Comedy;Disney
Don't Cry, It's Only Thunder;Peter Werner;Drama;
Dragonslayer;Matthew Robbins;Fantasy;Paramount, Disney
Endless Love;Franco Zeffirelli;Drama;"from Scott Spencer novel; 6 Razzie nominations"
Enter the Ninja;Menahem Golan;Action;
Escape from New York;John Carpenter;Action, Adventure, Sci-fi;followed by Escape from L.A.
Escape to Victory;John Huston;P.O.W.;aka Victory
The Evil Dead;Sam Raimi;Horror;followed by 2 sequels
An Eye for an Eye;Steve Carver;Action;"Embassy; Remake of 1966 film"
Eye of the Needle;Marquand;Spy film;from Ken Follett novel
Eyewitness;Peter Yates;Mystery, Thriller;written by Steve Tesich
Excalibur;John Boorman;Fantasy;Orion Pictures
The Fan;Edward Bianchi;Horror;"Paramount; Remake of 1996 film"
Fantasies;John Derek;Drama;filmed in 1973
The Final Conflict;Graham Baker;Horror;2nd sequel to The Omen
First Monday in October;Ronald Neame;Drama;"based on play; 2 Golden Globe nominations"
Fort Apache, the Bronx;Daniel Petrie;Crime drama;20th Century Fox
For Your Eyes Only;John Glen;Action;United Artists. Sequel to Moonraker
Four Friends;Arthur Penn;Drama;written by Steve Tesich
The Four Seasons;Alan Alda;Comedy, Drama;"1st film directed by Alda; 4 Golden Globe nominations"
The Fox and the Hound;Richard Rich;Animated film;Disney
Friday the 13th Part 2;Steve Miner;Horror;sequel to Friday the 13th
Full Moon High;Larry Cohen;Comedy horror;
The Funhouse;Tobe Hooper;Horror;
Galaxy of Terror;Bruce D. Clark;Science-fiction;New World Pictures
Gangster Wars;Richard C. Sarafian;Crime;
Ghost Story;John Irvin;Horror;final film for Astaire, Douglas
Going Ape!;Jeremy Joe Kronsberg;Comedy;Paramount
Graduation Day;Herb Freed;Horror;
The Great Muppet Caper;Jim Henson;Comedy, Family;Universal
Halloween II;Rick Rosenthal;Horror;sequel to Halloween
The Hand;Oliver Stone;Horror;Stone's second film
Hard Country;David Greene;Drama, Western;ITC
Hardly Working;Jerry Lewis;Comedy;20th Century Fox
Harry's War;Kieth Merrill;Comedy;
Heartbeeps;Allan Arkush;Sci-fi comedy;Universal
Heavy Metal;Gerald Potterton;Animated;Columbia
Hell Night;Tom DeSimone;Horror;Blair Razzie-nominated
History of the World: Part I;Mel Brooks;Comedy, Anthology;20th Century Fox
Honky Tonk Freeway;John Schlesinger;Comedy;EMI Films
The Howling;Joe Dante;Horror;from Gary Brandner novel
The Incredible Shrinking Woman;Joel Schumacher;Comedy;spoof of 1957 film
The Intruder Within;Peter Carter;HorrorSci-fi;Made for TV
Just Before Dawn;Jeff Lieberman;HorrorThriller;"Picturmedia; Remake of 1946 film"
Knightriders;George A. Romero;Action;
Ladies and Gentlemen, the Fabulous Stains;Lou Adler;Comedy;Paramount
The Last Chase;Martyn Burke;Sci-fi;
The Legend of the Lone Ranger;William A. Fraker;Western;won 3 Razzie awards
Lion of the Desert;Moustapha Akkad;Biography, War;story of Omar Mukhtar
Looker;Michael Crichton;Sci-fi;Warner Bros.
The Looney Looney Looney Bugs Bunny Movie;Friz Freleng;Animation;Compilation
The Man Who Saw Tomorrow;Robert Guenette;Documentary;about Nostradamus
McClain's Law;Vincent McEveety;Police procedural;pilot film for TV series McClain's Law
Modern Problems;Ken Shapiro;Comedy;20th Century Fox
Modern Romance;Albert Brooks;Comedy;Columbia
Mommie Dearest;Frank Perry;Biography;"Joan Crawford story; 5 Razzie awards"
Ms. 45;Abel Ferrara;Action;
My Dinner with Andre;Louis Malle;Documentary;a two-man conversation
Neighbors;John G. Avildsen;Comedy;"Columbia; based on Thomas Berger novel"
The Nesting;Armand Weston;Horror;
Nice Dreams;Tommy Chong;Action, Adventure, Comedy;Columbia
The Night the Lights Went Out in Georgia;Ronald F. Maxwell;Musical;"Embassy; based on 1973 song"
Nighthawks;Bruce Malmuth;Crime drama;"Universal; Hauer's first U.S. film"
Nobody's Perfekt;Peter Bonerz;Comedy;Columbia
On Golden Pond;Mark Rydell;Drama;"Oscars for H. Fonda, Hepburn, screenplay; 10 nominations"
On the Right Track;Lee Philips;Comedy;
Only When I Laugh;Glenn Jordan;Drama;"Neil Simon play; 3 Oscar nominations"
Paternity;David Steinberg;Comedy;Paramount
Pennies from Heaven;Herbert Ross;Musical, Drama;"based on BBC series; 3 Oscar nominations; Remake of 1936 film"
Polyester;John Waters;Comedy;New Line Cinema
The Postman Always Rings Twice;Bob Rafelson;Crime drama;based on James M. Cain novel, remake of 1946 film
Prince of the City;Sidney Lumet;Crime drama;"based on Robert Daley book; 3 Golden Globe nominations"
Private Lessons;Alan Myerson;Comedy;
The Prowler;Joseph Zito;Horror;
The Pursuit of D. B. Cooper;Roger Spottiswoode;True crime;Universal
Raggedy Man;Jack Fisk;Drama;Universal
Ragtime;Miloš Forman;Drama;"based on E.L. Doctorow novel; 8 Oscar nominations"
Raiders of the Lost Ark;Steven Spielberg;Adventure;"1st Indiana Jones adventure; 8 Oscar nominations"
Reds;Warren Beatty;Epic, Biography;"story of John Reed; 12 Oscar nominations"
Rich and Famous;George Cukor;Drama;Cukor's final film
Rollover;Alan J. Pakula;Thriller;Orion
Ruckus;Max Kleven;Action comedy;
S.O.B.;Blake Edwards;Comedy;"2 Razzie nominations; Holden's final film"
The Salamander;Peter Zinner;Thriller;ITC
Saturday the 14th;Howard R. Cohen;Horror comedy;New World
Second-Hand Hearts;Hal Ashby;Romance;Paramount
Sharky's Machine;Burt Reynolds;Crime drama;based on William Diehl novel
Shock Treatment;Jim Sharman;Musical;20th Century Fox
Southern Comfort;Walter Hill;Thriller;20th Century Fox
Sphinx;Franklin J. Schaffner;Adventure;based on book by Robin Cook
Stripes;Ivan Reitman;Comedy;Columbia
Student Bodies;Mickey Rose;Comedy;
Take This Job and Shove It;Gus Trikonis;Comedy;based on the song
Taps;Harold Becker;Drama;"20th Century Fox; Penn's first film"
Tarzan, the Ape Man;John Derek;Adventure;Razzie for Bo Derek
Tattoo;Bob Brooks;Thriller;20th Century Fox
They All Laughed;Peter Bogdanovich;Romantic comedy;final leading film role for Hepburn
Thief;Michael Mann;Crime drama;"United Artists; Mann's first film"
This Is Elvis;Malcolm Leo;Documentary;
True Confessions;Ulu Grosbard;Crime drama;"United Artists; based on John Gregory Dunne novel"
Tuck Everlasting;Frederick King Keller;Fantasy;
Under the Rainbow;Steve Rash;Comedy;"based on Wizard of Oz; 2 Razzie nominations"
Vernon, Florida;Errol Morris;Documentary;
Waitress!;Michael Herz;Comedy;
Whose Life Is It Anyway?;John Badham;Drama;based on 1972 teleplay
Wolfen;Michael Wadleigh;Horror;Orion
The Woman Inside;Joseph Van Winkle;Drama;Blondell's final film
Zoot Suit;Luis Valdez;Drama;based on the play
Zorro, the Gay Blade;Peter Medak;Comedy;spoof of Zorro
48 Hrs.;Walter Hill;Crime comedy;Murphy's first film
Airplane II: The Sequel;Ken Finkleman;Comedy;sequel to Airplane!
Alone in the Dark;Jack Sholder;Slasher;New Line Cinema
Amityville II: The Possession;Damiano Damiani;Horror;prequel to The Amityville Horror
Android;Aaron Lipstadt;Sci-fi;
Annie;John Huston;Musical;based on Little Orphan Annie and stage musical
The Atomic Cafe;Kevin Rafferty, Pierce Rafferty;Documentary;
Author! Author!;Arthur Hiller;Comedy;20th Century Fox
Barbarosa;Fred Schepisi;Western;Associated Film
Basket Case;Frank Henenlotter;Horror;
The Beach Girls;Pat Townsend;Comedy;Crown
The Beast Within;Philippe Mora;Horror;MGM
The Beastmaster;Don Coscarelli;Fantasy;MGM
Best Friends;Norman Jewison;Romantic comedy;Warner Bros.
The Best Little Whorehouse in Texas;Colin Higgins;Musical;based on stage musical
Blade Runner;Ridley Scott;Science-fiction;"based on a story by Philip K. Dick; 3 BAFTA awards"
The Border;Tony Richardson;Drama;Universal
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales;Friz Freleng;Animation;
Burden of Dreams;Les Blank;Documentary;on filming of Fitzcarraldo
Butterfly;Matt Cimber;Drama;8 Razzie nominations
Cannery Row;David S. Ward;Drama;based on John Steinbeck novel
Cat People;Paul Schrader;Horror;"Universal; Remake of 1942 film"
Chan Is Missing;Wayne Wang;Drama;
Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean;Robert Altman;Drama;based on Ed Graczyk play
Comeback;Christel Buschmann;Drama;
Conan the Barbarian;John Milius;Action;Universal
The Concrete Jungle;Tom DeSimone;Drama;
Creepshow;George A. Romero;Horror, Comedy;based on stories by Stephen King
The Dark Crystal;Jim Henson, Frank Oz;Animated;Universal
Dead Men Don't Wear Plaid;Carl Reiner;Comedy;Universal
Death Valley;Dick Richards;Horror;"Universal; Remake of 1946 film"
Death Wish II;Michael Winner;Action;sequel to Death Wish
Deathtrap;Sidney Lumet;Thriller;based on Ira Levin play
Diner;Barry Levinson;Comedy;1st film directed by Levinson
Don't Go to Sleep;Richard Lang;Horror Mystery;Warner Bros.
E.T. the Extra-Terrestrial;Steven Spielberg;Science fiction;9 Oscar nominations
Eating Raoul;Paul Bartel;Comedy;20th Century Fox
Endangered Species;Alan Rudolph;Crime drama;MGM
The Escape Artist;Caleb Deschanel;Drama;Arnaz's final film
Fast Times at Ridgemont High;Amy Heckerling;Comedy;based on a novel by Cameron Crowe
Fast-Walking;James B. Harris;Drama;
Fighting Back;Lewis Teague;Action;Paramount
Firefox;Clint Eastwood;Action;Warner Bros.
First Blood;Ted Kotcheff;Action;"based on David Morrell novel; first Rambo film"
Five Days One Summer;Fred Zinnemann;Drama;
The Flight of Dragons;Jules Bass, Katsuhisa Yamada;Animation;direct-to-video
Forbidden World;Allan Holzman;Sci-fi;
Forbidden Zone;Richard Elfman;Comedy;Goldwyn Company
Forced Vengeance;James Fargo;Action;MGM
Frances;Graeme Clifford;Drama, Biography;"story of Frances Farmer; 2 Oscar nominations"
Friday the 13th Part III;Steve Miner;Horror;2nd sequel
Genocide;Arnold Schwartzman;Documentary;
Gandhi;Richard Attenborough;Biography;"Story of Mohandas Karamchand Gandhi; won 8 Oscars"
Grease 2;Patricia Birch;Musical comedy;sequel to Grease
Halloween III: Season of the Witch;Tommy Lee Wallace;Horror;third of series
Hammett;Wim Wenders;Mystery;based on Dashiell Hammett
Hanky Panky;Sidney Poitier;Comedy;Columbia
Harry Tracy;William A. Graham;Western;7 Genie Award nominations
Heidi's Song;Robert Taylor;Animation, Family;Hanna-Barbera
Hey Good Lookin';Ralph Bakshi;Animation, Adult;
Honkytonk Man;Clint Eastwood;Drama;from Clancy Carlile novel
Hospital Massacre;Boaz Davidson;Horror;
Human Highway;Neil Young, Dean Stockwell;Comedy;
I Ought to Be in Pictures;Herbert Ross;Drama;written by Neil Simon
I, the Jury;Richard T. Heffron;Action;from Mickey Spillane novel
I'm Dancing as Fast as I Can;Jack Hofsiss;Drama, Biography;about filmmaker Barbara Gordon
Inchon;Terence Young;War;won 4 Razzie awards
It Came from Hollywood;Malcolm Leo;Documentary;
Ivanhoe;Douglas Camfield;Adventure;"made for TV; Remake of 1952 film"
Jekyll and Hyde... Together Again;Jerry Belson;Comedy;spoof of Dr. Jekyll and Mr. Hyde
Jinxed!;Don Siegel;Comedy;Siegel's final film
Kill Squad;Patrick G. Donahue;Martial arts;
Kiss Me Goodbye;Robert Mulligan;Romantic comedy;Dona Flor & Her Two Husbands remake
Koyaanisqatsi;Godfrey Reggio;Documentary;
The Last American Virgin;Boaz Davidson;Comedy;Cannon Group
The Last Horror Film;David Winters;Comedy horror;
The Last Unicorn;Jules Bass, Arthur Rankin, Jr.;Animation;ITC Entertainment
Let's Spend the Night Together;Hal Ashby;Concert;from 1981 North America tour
Liquid Sky;Slava Tsukerman;Sci-fi;
Lookin' to Get Out;Hal Ashby;Comedy;Angelina Jolie's debut
Love Child;Larry Peerce;Biography;Warner Bros.
Love and Money;James Toback;Drama;Paramount
Madman;Joe Giannone;Horror;
Making Love;Arthur Hiller;Drama;20th Century Fox
Megaforce;Hal Needham;Action;20th Century Fox
A Midsummer Night's Sex Comedy;Woody Allen;Comedy;based on Smiles of a Summer Night
Missing;Costa-Gavras;Drama, Biography;4 Oscar nominations
Monsignor;Frank Perry;Drama;20th Century Fox
Mother Lode;Charlton Heston;Adventure;
My Favorite Year;Richard Benjamin;Comedy;Oscar nomination for O'Toole
Night Crossing;Delbert Mann;Drama;Mann's final film
Night Shift;Ron Howard;Comedy;Warner Bros.
An Officer and a Gentleman;Taylor Hackford;Drama;Academy Award for Gossett
One from the Heart;Francis Ford Coppola;Drama, Musical;American Zoetrope
Pandemonium;Al Sole;Comedy;
Parasite;Charles Band;Horror;
Partners;James Burrows;Comedy;Paramount
Personal Best;Robert Towne;Drama, Sports;Warner Bros.
Piranha II: The Spawning;James Cameron;Horror;sequel
Poltergeist;Tobe Hooper;Horror;"MGM; first of series"
Porky's;Bob Clark;Comedy;3 sequels
Q;Larry Cohen;Sci-fi;
