5 Branded Women;Martin Ritt;War drama;Paramount
12 to the Moon;David Bradley;Science fiction;Columbia
13 Fighting Men;Harry W. Gerstad;War;20th Century Fox
13 Ghosts;William Castle;Horror;"Columbia; Remake of 2001 film"
The Adventures of Huckleberry Finn;Michael Curtiz;Family;MGM. From Mark Twain book
The Alamo;John Wayne;Biography, Western;United Artists. 7 Oscar nominations
All the Fine Young Cannibals;Michael Anderson;Drama;MGM
All the Young Men;Hall Bartlett;War;Columbia
The Amazing Transparent Man;Edgar G. Ulmer;Science fiction;AIP
The Angel Wore Red;Nunnally Johnson;War;MGM
The Apartment;Billy Wilder;Drama, Comedy;"United Artists. 10 Oscar nominations; Best Picture"
Butterfield 8;Daniel Mann;Drama;MGM. Oscar for Taylor
Because They're Young;Paul Wendkos;Drama;Columbia
The Bellboy;Jerry Lewis;Comedy;Paramount
Bells Are Ringing;Vincente Minnelli;Musical comedy;MGM. Based on stage show
Beyond the Time Barrier;Edgar G. Ulmer;Sci-fi;A.I.P.
The Big Night;Sidney Salkow;Drama;Paramount
The Boy and the Pirates;Bert I. Gordon;Adventure;United Artists
The Bramble Bush;Daniel Petrie;Drama;Warner Bros.
A Breath of Scandal;Michael Curtiz;Drama;Paramount
Cage of Evil;Edward L. Cahn;Crime;United Artists
Can-Can;Walter Lang;Musical;20th Century Fox. Based on stage show
The Cape Canaveral Monsters;Phil Tucker;Science-fiction;
Cash McCall;Joseph Pevney;Drama;Warner Bros.
Chartroose Caboose;William Reynolds;Comedy;Universal
Cimarron;Anthony Mann;Western;MGM. Remake of 1931 film
Cinderfella;Frank Tashlin;Musical comedy;Paramount
A Circle of Deception;Jack Lee;Drama;
College Confidential;Albert Zugsmith;Teen;Universal
Comanche Station;Budd Boetticher;Western;Columbia
Crack in the Mirror;Richard Fleischer;Drama;20th Century Fox
The Crowded Sky;Joseph Pevney;Drama;Warner Bros.
The Dark at the Top of the Stairs;Delbert Mann;Drama;"Warner Bros.; from William Inge play"
Desire in the Dust;Robert L. Lippert;Drama;20th Century Fox
Dinosaurus!;Irvin Yeaworth;Sci-fi;Universal
Elmer Gantry;Richard Brooks;Drama;"United Artists. From novel by Sinclair Lewis; Oscars for Lancaster, Jones, screenplay"
Esther and the King;Raoul Walsh;Biblical;20th Century Fox
Exodus;Otto Preminger;Drama;"United Artists. From the Leon Uris novel; 3 Oscar nominations"
The Facts of Life;Melvin Frank;Comedy;United Artists. 5 Oscar nominations
Five Guns to Tombstone;Edward L. Cahn;Western;United Artists
Flaming Star;Don Siegel;Western;20th Century Fox
Four Fast Guns;William Hole;Western;Universal
Freckles;Andrew V. McLaglen;Drama;20th Century Fox
From the Terrace;Mark Robson;Drama;20th Century Fox. From John O'Hara novel
G.I. Blues;Norman Taurog;Musical;Paramount
The Gallant Hours;Robert Montgomery;Biography, War;"United Artists. Story of ""Bull"" Halsey"
Girl of the Night;Joseph Cates;Drama;Warner Bros.
The Grass Is Greener;Stanley Donen;Comedy;Universal. Based on the play
Gunfighters of Abilene;Edward L. Cahn;Western;United Artists
Guns of the Timberland;Robert D. Webb;Western;Warner Bros.
Hell Bent for Leather;George Sherman;Western;Universal
Hell to Eternity;Phil Karlson;War;Allied Artists
Heller in Pink Tights;George Cukor;Western;Paramount
The High Powered Rifle;Maury Dexter;Western;20th Century Fox
High Time;Blake Edwards;Musical;20th Century Fox
Home from the Hill;Vincente Minnelli;Drama;MGM. From William Humphrey novel
The Horse with the Flying Tail;Larry Lansburgh;Documentary;Academy Award winner
House of Usher;Roger Corman;Horror;AIP
Hyde and Go Tweet;Friz Freleng;Animated;
The Hypnotic Eye;George Blair;Sci-fi;Allied Artists
I Aim at the Stars;J. Lee Thompson;Biography;Columbia. Based on life of Wernher von Braun
Ice Palace;Vincent Sherman;Drama;Warner Bros. Based on a novel by Edna Ferber
I'll Give My Life;William Claxton;Drama;
Inherit the Wind;Stanley Kramer;Drama;"United Artists. Based on the play; 4 Oscar nominations"
It Started in Naples;Melville Shavelson;Romantic comedy;Paramount
Key Witness;Phil Karlson;Crime;MGM
The Last Voyage;Andrew L. Stone;Adventure;MGM
Last Woman on Earth;Roger Corman;Science-fiction;Filmgroup
The Leech Woman;Edward Dein;Science-fiction;Universal
Let's Make Love;George Cukor;Musical comedy;20th Century Fox. Monroe's last musical
Let No Man Write My Epitaph;Philip Leacock;Drama;Columbia
The Little Shop of Horrors;Roger Corman;Sci-fi comedy;remade in 1986
The Lost World;Irwin Allen;Science-fiction;20th Century Fox
Macumba Love;Douglas Fowley;Horror;United Artists
The Magnificent Seven;John Sturges;Western;"United Artists. Based on Seven Samurai; inspired 3 sequels and remake"
Man on a String;André de Toth;Crime, Drama;"Columbia; Remake of 1972 film"
Mice Follies;Robert McKimson;Animated;
Midnight Lace;David Miller;Suspense;Universal
Moment of Danger;Laszlo Benedek;Drama;
The Mountain Road;Daniel Mann;War;Columbia
Murder, Inc.;Stuart Rosenberg;Crime;20th Century Fox
The Music Box Kid;Edward L. Cahn;Crime;United Artists
Never on Sunday;Jules Dassin;Drama;"United Artists. Greek/US production; 5 Oscar nominations"
None but the Brave;George Sherman;Western;20th Century Fox
Noose for a Gunman;Edward L. Cahn;Western;United Artists
North to Alaska;Henry Hathaway;Western comedy;20th Century Fox
Ocean's 11;Lewis Milestone;Crime drama;"Rat Pack; Warner Bros.; remade in 2001"
Oklahoma Territory;Edward L. Cahn;Western;United Artists
Once More, with Feeling!;Stanley Donen;Comedy;"Columbia; based on Henry Kurnitz play"
One Foot in Hell;James B. Clark;Western;20th Century Fox
Pay or Die;Richard Wilson;Crime;Allied Artists
Pepe;George Sidney;Comedy;Columbia
Platinum High School;Charles F. Haas;Drama;MGM
Please Don't Eat the Daisies;Charles Walters;Comedy;"MGM. From Jean Kerr book; inspired TV series"
The Plunderers;Joseph Pevney;Western;"Allied Artists; Remake of 1948 film"
Pollyanna;David Swift;Family comedy;"from Eleanor Porter book; Disney"
Portrait in Black;Michael Gordon;Suspense;Universal
Pretty Boy Floyd;Herbert J. Leder;Drama;
The Private Lives of Adam and Eve;Mickey Rooney;Comedy;Universal
Private Property;Leslie Stevens;Crime drama;lost film, re-released 2016
The Purple Gang;Frank McDonald;Crime;Allied Artists
Psycho;Alfred Hitchcock;Suspense;"Paramount. From Robert Bloch novel; remade in 1998"
The Pusher;Gene Milford;Crime;United Artists
The Rat Race;Robert Mulligan;Drama;Paramount
Raymie;Frank McDonald;Drama;Allied Artists
The Rise and Fall of Legs Diamond;Budd Boetticher;Crime;Warner Bros. Based on Jack Diamond
The Savage Innocents;Nicholas Ray;Drama;Paramount
Scent of Mystery;Jack Cardiff;Mystery;
The Secret of the Purple Reef;William Witney;Adventure;20th Century Fox
September Storm;Byron Haskin;Adventure;20th Century Fox. Filmed in 3-D
Sergeant Rutledge;John Ford;Western;Warner Bros.
Seven Thieves;Henry Hathaway;Film noir;20th Century Fox
Seven Ways from Sundown;Harry Keller;Western;Universal
Sex Kittens Go to College;Albert Zugsmith;Comedy;Allied Artists
Song Without End;Charles Vidor, George Cukor;Biography;Columbia
Spartacus;Stanley Kubrick;Epic;"Universal; from Howard Fast novel; won 4 Oscars"
Squad Car;Ed Leftwich;Crime;20th Century Fox
Stop!, Look and Laugh;;Animated film;
The Story of Ruth;Henry Koster;Biblical;20th Century Fox
Strangers When We Meet;Richard Quine;Drama;Columbia
Studs Lonigan;Irving Lerner;Drama;United Artists
The Subterraneans;Ranald MacDougall;Drama;"MGM; based on Jack Kerouac book"
Summer of the Seventeenth Doll;Leslie Norman;Adventure;set in Australia
The Sundowners;Fred Zinnemann;Drama;"Warner Bros. Set in Australia; 5 Oscar nominations"
Sunrise at Campobello;Vincent J. Donehue;Biography;Warner Bros. Story of FDR
Surprise Package;Stanley Donen;Comedy;Columbia
Swiss Family Robinson;Ken Annakin;Adventure;Disney
Tall Story;Joshua Logan;Comedy;Warner Bros. Fonda's first film
Tarzan the Magnificent;Robert Day;Adventure;Paramount
A Terrible Beauty;Tay Garnett;Drama;United Artists
Tess of the Storm Country;Paul Guilfoyle;Drama;20th Century Fox
This Rebel Breed;Richard L. Bare;Crime drama;Warner Bros.
The Threat;Charles R. Rondeau;Crime;Warner Bros.
The Three Worlds of Gulliver;Jack Sher;Fantasy;Columbia. Based on Gulliver's Travels
Thunder in Carolina;Paul Helmick;Drama;
The Time Machine;George Pal;Science fiction;"MGM. From H. G. Wells book; special effects Oscar"
Three Came to Kill;Edward L. Cahn;Crime;United Artists
Toby Tyler;Charles Barton;Family;Disney
Too Hot to Handle;Terence Young;Comedy;
Tormented;Bert I. Gordon;Horror;Allied Artists
Twelve Hours to Kill;Edward L. Cahn;Crime drama;20th Century Fox
The Unforgiven;John Huston;Western;United Artists
Valley of the Redwoods;William Witney;Action;20th Century Fox
Vice Raid;Edward L. Cahn;Crime;United Artists
Village of the Damned;Wolf Rilla;Horror, Sci-fi;"MGM; Remake of 1995 film"
Visit to a Small Planet;Norman Taurog;Comedy;Paramount
The Wackiest Ship In the Army;Richard Murphy;Comedy;"Columbia; became TV series"
Wake Me When It's Over;Mervyn LeRoy;Comedy;20th Century Fox
Walk Like a Dragon;James Clavell;Drama;Paramount
Walk Tall;Maury Dexter;Western;20th Century Fox
The Walking Target;Edward L. Cahn;Crime;United Artists
The Wasp Woman;Roger Corman, Jack Hill;Sci-fi;Filmgroup
Weddings and Babies;Morris Engel;Drama;20th Century Fox
Where the Boys Are;Henry Levin;Comedy;"MGM; Remade of 1984 film"
Who Was That Lady?;George Sidney;Comedy;"Columbia; nominated for 2 Golden Globes"
Why Must I Die?;Roy Del Ruth;Crime;A.I.P.
The Wild Ride;Harvey Berman;Drama;
Wild River;Elia Kazan;Drama;20th Century Fox
The World of Suzie Wong;Richard Quine;Romance;Paramount
Young Jesse James;William F. Claxton;Western;20th Century Fox
The Young One;Luis Buñuel;Drama;
The Absent-Minded Professor;Robert Stevenson;Comedy;"Disney; remade in 1997; 3 Oscar nominations"
Ada;Daniel Mann;Political drama;"MGM; based on novel by Wirt Williams"
All in a Night's Work;Joseph Anthony;Romantic comedy;Paramount
All Hands on Deck;Norman Taurog;Musical comedy;20th Century Fox
Angel Baby;Paul Wendkos;Drama;"Allied Artists; film debut of Burt Reynolds"
Atlas;Roger Corman;Adventure;American International Pictures
Aquamania;Wolfgang Reitherman;Animated;
Armored Command;Byron Haskin;War;Allied Artists
Atlantis, the Lost Continent;George Pal;Sci-fi;MGM
Babes in Toyland;Jack Donohue;Musical;"Disney; based on Victor Herbert operetta"
Bachelor Flat;Frank Tashlin;Comedy;20th Century Fox
Bachelor in Paradise;Jack Arnold;Comedy;MGM
Back Street;David Miller;Drama;"Universal. From Fannie Hurst novel; remake of 1932 and 1941"
Battle at Bloody Beach;Herbert Coleman;War;20th Century Fox
The Beast of Yucca Flats;Coleman Francis;Sci-fi;
Beep Prepared;Chuck Jones;Animated;
The Big Bankroll;Joseph M. Newman;Crime;Allied Artists
The Big Gamble;Richard Fleischer;Adventure;20th Century Fox
The Big Show;James B. Clark;Drama;20th Century Fox
Blast of Silence;Allen Baron;Thriller;Universal
Bloodlust!;Ralph Brooke;Horror;Crown International
Blue Hawaii;Norman Taurog;Musical;Paramount
Blueprint for Robbery;Jerry Hopper;Crime;Paramount Pictures
Boy Who Caught a Crook;Edward L. Cahn;Adventure;United Artists
Boys Beware;Sid Davis;Documentary;
Breakfast at Tiffany's;Blake Edwards;Drama;"Paramount. Based on Truman Capote story; won 2 Oscars"
Bridge to the Sun;Étienne Périer;Drama;MGM
Buffalo Gun;Albert C. Gannaway;Western;Independent
By Love Possessed;John Sturges;Drama;United Artists
The Cat Burglar;William Witney;Thriller;United Artists
The Children's Hour;William Wyler;Drama;"United Artists. From Lillian Hellman play; 5 Oscar nominations"
The Choppers;Leigh Jason;Crime;Fairway International Pictures
Claudelle Inglish;Gordon Douglas;Drama;Warner Bros.
The Clown and the Kid;Edward L. Cahn;Drama;United Artists
A Cold Wind in August;Alexander Singer;Drama;United Artists
The Comancheros;Michael Curtiz;Western;"20th Century Fox; final film for Curtiz"
Come September;Robert Mulligan;Comedy;Universal
The Continental Twist;William J. Hole;Comedy;American International Pictures
Creature from the Haunted Sea;Roger Corman;Science fiction;Independent
Cry for Happy;George Marshall;Comedy;Columbia
Daffy's Inn Trouble;Robert McKimson;Animated;
The Deadly Companions;Sam Peckinpah;Western;Pathé America. Peckinpah's first film
The Devil at 4 O'Clock;Mervyn LeRoy;Disaster;Columbia
The Devil's Hand;William J. Hole Jr.;Horror;Crown International Pictures
Devil's Partner;Charles R. Rondeau;Horror;Independent
Diary of a Nudist;Doris Wishman;Comedy;
Dondi;Albert Zugsmith;Comedy;Allied Artists. based on comic strip
Down and Outing;Gene Deitch;Animated;
El Cid;Anthony Mann;Historical epic;"Allied Artists; 3 Oscar nominations"
The Errand Boy;Jerry Lewis;Comedy;Paramount
Everything's Ducky;Don Taylor;Comedy;Columbia
The Exiles;Kent Mackenzie;Documentary;
The Explosive Generation;Buzz Kulik;Drama;United Artists
Fanny;Joshua Logan;Drama;Warner Bros. 5 Oscar nominations
Fear No More;Bernard Wiesen;Thriller;Astor Pictures
A Fever in the Blood;Vincent Sherman;Crime drama;Warner Bros.
The Fiercest Heart;George Sherman;Drama;20th Century Fox
Five Minutes to Live;Bill Karn;Crime drama;written by Forrester
Flight of the Lost Balloon;Nathan Juran;Sci-fi;A.I.P.
The Flight That Disappeared;Reginald Le Borg;Drama;United Artists
Flower Drum Song;Henry Koster;Musical;"Universal; based on play; 5 Oscar nominations"
Force of Impulse;Saul Swimmer;Drama;Astor Pictures
Francis of Assisi;Michael Curtiz;Drama;Fox
Frontier Uprising;Edward L. Cahn;Western;United Artists
The Gambler Wore a Gun;Edward L. Cahn;Western;United Artists
The George Raft Story;Joseph M. Newman;Biography;Allied Artists
Gidget Goes Hawaiian;Paul Wendkos;Comedy;sequel to Gidget
Go Naked in the World;Ranald MacDougall;Drama;MGM
Gold of the Seven Saints;Gordon Douglas;Adventure;Warner Bros.
Goodbye Again;Anatole Litvak;Drama;United Artists. Based on Françoise Sagan novel
The Great Impostor;Robert Mulligan;Biography;based on Robert Crichton book
Greyfriars Bobby;Don Chaffey;Drama;Disney
Gun Fight;Edward L. Cahn;Western;United Artists
Gun Street;Edward L. Cahn;Western;United Artists
The Happy Thieves;George Marshall;Comedy;United Artists
Havoc in Heaven;Wan Laiming;Animated;
Hercules in the Haunted World;Mario Bava;Adventure;filmed in Italy
Hey, Let's Twist!;Greg Garrison;Musical;Paramount
Homicidal;William Castle;Suspense;Columbia
The Honeymoon Machine;Richard Thorpe;Comedy;"MGM; based on play by Lorenzo Semple Jr."
Hoodlum Priest;Irvin Kershner;Biography;United Artists
The Hustler;Robert Rossen;Drama;"20th Century Fox. Based on a novel by Walter Tevis; 9 Oscar nominations"
Judgment at Nuremberg;Stanley Kramer;Drama;"United Artists; Academy Awards for Schell, screenplay; 11 nominations"
King of Kings;Nicholas Ray;Biblical drama;"MGM; remake of 1927 film"
The Ladies Man;Jerry Lewis;Comedy;Paramount
The Last Sunset;Robert Aldrich;Western;"Universal; based on Howard Rigsby novel"
The Last Time I Saw Archie;Jack Webb;Comedy;United Artists
The Lawbreakers;Joseph M. Newman;Crime drama;MGM
The Little Shepherd of Kingdom Come;Andrew McLaglen;Drama;20th Century Fox
The Long Rope;William Witney;Western;20th Century Fox
Look in Any Window;William Alland;Drama;Allied Artists
Love in a Goldfish Bowl;Jack Sher;Comedy;Paramount
Lover Come Back;Delbert Mann;Romantic comedy;Universal
Mad Dog Coll;Burt Balaban;Crime drama;Columbia Pictures
Madison Avenue;H. Bruce Humberstone;Drama;20th Century Fox
A Majority of One;Mervyn LeRoy;Comedy;"Warner Bros.; based on Leonard Spigelgass play"
Man-Trap;Edmond O'Brien;Crime drama;Paramount
Marines, Let's Go;Raoul Walsh;War;20th Century Fox
The Mark;Guy Green;Drama;Whitman Oscar-nominated
The Marriage-Go-Round;Walter Lang;Comedy;"Fox; based on Leslie Stevens play"
Master of the World;William Witney;Adventure;A.I.P.
The Misfits;John Huston;Drama;"United Artists; final film for Gable, Monroe"
A Matter of Morals;John Cromwell;Drama;United Artists
Misty;James B. Clark;Family;20th Century Fox
Morgan, the Pirate;André de Toth;Adventure;
Most Dangerous Man Alive;Allan Dwan;Science fiction;Columbia. Dwan's final film
Mr. Sardonicus;William Castle;Horror;Columbia
Mysterious Island;Cy Endfield;Science fiction;"Columbia; based on Jules Verne novel"
The Naked Edge;Michael Anderson;Suspense;"United Artists; final film for Cooper"
Night Tide;Curtis Harrington;Fantasy;A.I.P.
Nude on the Moon;Doris Wishman;Adult;
Ole Rex;Robert Hinkle;Western;Universal
On the Double;Melville Shavelson;Comedy;Paramount
One-Eyed Jacks;Marlon Brando;Western;"Paramount; only film directed by Brando"
One Hundred and One Dalmatians;3 directors;Animated;"Disney; live-action remake in 1996"
One, Two, Three;Billy Wilder;Comedy;"United Artists; Cagney's last film until 1981"
Operation Bottleneck;Edward L. Cahn;War;United Artists
Operation Eichmann;R.G. Springsteen;Drama;Allied Artists
The Outsider;Delbert Mann;Biography;"Universal; story of Ira Hayes"
The Parent Trap;David Swift;Comedy;"Disney; remade in 1998"
Paris Blues;Martin Ritt;Comedy;United Artists
Parrish;Delmer Daves;Drama;Warner Bros.
The Phantom Planet;William Marshall;Sci-fi;American International Pictures
Pirates of Tortuga;Robert D. Webb;Adventure;20th Century Fox
The Pit and the Pendulum;Roger Corman;Horror;American International Pictures. From Edgar Allan Poe story
The Pleasure of His Company;George Seaton;Comedy;"Paramount; Golden Globe for Astaire"
Pocketful of Miracles;Frank Capra;Comedy;"United Artists. Capra's final film; based on a story by Damon Runyon"
Police Dog Story;Edward L. Cahn;Crime;United Artists
Portrait of a Mobster;Joseph Pevney;Crime;Warner Bros.
Posse from Hell;Herbert Coleman;Western;Universal
The Purple Hills;Maury Dexter;Western;20th Century Fox
Question 7;Stuart Rosenberg;Drama;
A Raisin in the Sun;Daniel Petrie;Drama;"Columbia; based on Lorraine Hansberry play"
Reptilicus;Sidney W. Pink;Sci-fi;Danish-American production
Return to Peyton Place;José Ferrer;Drama;20th Century Fox. Sequel to Peyton Place
The Right Approach;David Butler;Drama;20th Century Fox
Ring of Fire;Andrew L. Stone;Drama;MGM
Romanoff and Juliet;Peter Ustinov;Comedy;Universal
The Roman Spring of Mrs. Stone;Jose Quintero;Drama;Warner Bros.. Based on Tennessee Williams play
Sail a Crooked Ship;Irving Brecher;Crime comedy;Columbia
Sanctuary;Tony Richardson;Drama;20th Century Fox
The Second Time Around;Vincent Sherman;Comedy;20th Century Fox
Secret of Deep Harbor;Edward L. Cahn;Thriller;United Artists
The Secret Ways;Phil Karlson;Thriller;Universal
The Sergeant Was a Lady;Bernard Glasser;Comedy;Universal
Seven Women from Hell;Robert Webb;Drama;20th Century Fox
The Silent Call;John A. Bushelman;Drama;20th Century Fox
The Sinister Urge;Ed Wood;Drama;
The Sins of Rachel Cade;Gordon Douglas;Drama;Warner Bros.
Sniper's Ridge;John A. Bushelman;War;20th Century Fox
Snow White and the Three Stooges;Walter Lang;Comedy;20th Century Fox
Something Wild;Jack Garfein;Drama;United Artists
Splendor in the Grass;Elia Kazan;Drama;"Warner Bros.; Oscar for writer William Inge"
Square of Violence;Leonardo Bercovici;War;MGM
The Steel Claw;George Montgomery;Action;Warner Bros.
Stop, Look and Laugh;Don Appell, Louis Brandt;Comedy;Columbia
Summer and Smoke;Peter Glenville;Drama;"Paramount. From play by Tennessee Williams; 4 Oscar nominations"
Susan Slade;Delmer Daves;Drama;Warner Bros.
Swingin' Along;Charles Barton;Comedy;
Switchin' Kitten;Gene Deitch;Animated;MGM
Tammy Tell Me True;Harry Keller;Romance;Universal. 2nd in Tammy series
Teenage Millionaire;Lawrence Doheny;Comedy;United Artists
Three Blondes in His Life;Leon Chooluck;Comedy;
A Thunder of Drums;Joseph M. Newman;Western;MGM
Tomboy and the Champ;Francis D. Lyon;Drama;Universal
Too Late Blues;John Cassavetes;Drama;Paramount
Town Without Pity;Gottfried Reinhardt;Drama;United Artists
Twenty Plus Two;Joseph M. Newman;Drama;Allied Artists
20,000 Eyes;Jack Leewood;Thriller;20th Century Fox
Twist Around the Clock;Oscar Rudolph;Musical;Columbia
The Two Little Bears;Randall Hood;Comedy;20th Century Fox
Two Loves;Charles Walters;Romance;MGM
Two Rode Together;John Ford;Western;Columbia
Underworld U.S.A.;Samuel Fuller;Film noir;Columbia
Valley of the Dragons;Edward Bernds;Sci-Fi;Columbia
Very Nice, Very Nice;Arthur Lipsett;Short subject;7 min.
Voyage to the Bottom of the Sea;Irwin Allen;Science fiction;"20th Century Fox; became TV series"
War Is Hell;Burt Topper;War;Allied Artists
West Side Story;Robert Wise, Jerome Robbins;Musical;"United Artists; won 10 Oscars; based on stage musical and Romeo and Juliet"
When the Clock Strikes;Edward L. Cahn;Crime;United Artists
Wild in the Country;Philip Dunne;Drama;20th Century Fox
Wings of Chance;Eddie Dew;Action;Universal
The Wizard of Baghdad;George Sherman;Comedy;
X-15;Richard Donner;Adventure;United Artists
You Have to Run Fast;Edward L. Cahn;Drama;United Artists
The Young Doctors;Phil Karlson;Drama;United Artists
The Young Savages;John Frankenheimer;Drama;United Artists
13 West Street;Philip Leacock;Drama;Columbia
The 300 Spartans;Rudolph Maté;Adventure;Fox
40 Pounds of Trouble;Norman Jewison;Comedy;Universal
Advise & Consent;Otto Preminger;Drama;"Columbia; from novel by Allen Drury"
Air Patrol;Maury Dexter;Drama;20th Century Fox
All Fall Down;John Frankenheimer;Drama;MGM
Bachelor Flat;Frank Tashlin;Comedy;Fox
Beauty and the Beast;Edward L. Cahn;Romance;United Artists
The Bellboy and the Playgirls;Francis Ford Coppola, Fritz Umgelter;Comedy;
Big Red;Norman Tokar;Family;Disney
Billy Rose's Jumbo;Charles Walters;Musical comedy;MGM
Birdman of Alcatraz;John Frankenheimer;Drama;"United Artists; 4 Oscar nominations"
Black Gold;Leslie H. Martinson;Adventure;Warner Bros.
Bon Voyage!;James Neilson;Family;Disney
Boys' Night Out;Michael Gordon;Comedy;MGM
The Brain That Wouldn't Die;Joseph Green;Sci-fi;A.I.P.
The Broken Land;John A. Bushelman;Western;20th Century Fox
Brushfire;Jack Warner, Jr.;Drama;Paramount
Buddies Thicker Than Water;Gene Deitch;Animated;MGM
The Cabinet of Caligari;Roger Kay;Horror;20th Century Fox
Cape Fear;J. Lee Thompson;Film noir;"Universal; remade in 1991"
The Captive City;Joseph Anthony;Drama;A.I.P
Carmen Get It!;Gene Deitch;Animated;MGM
Carnival of Souls;Herk Harvey;Horror;
The Chapman Report;George Cukor;Drama;Warner Bros.
The Commies Are Coming, the Commies Are Coming;George Waggner;War short;Warner Bros.
Confessions of an Opium Eater;Albert Zugsmith;Crime;Allied Artists
Convicts 4;Millard Kaufman;Drama;United Artists
The Couch;Owen Crump;Horror;Warner Bros.
The Counterfeit Traitor;George Seaton;War;Paramount
The Creation of the Humanoids;Wesley Barry;Sci-fi;
David and Lisa;Frank Perry;Drama;Continental Distributing. 2 Oscar nominations
Days of Wine and Roses;Blake Edwards;Drama;"Warner Bros. Oscar for Best Song; 5 nominations"
Deadly Duo;Reginald Le Borg;Drama;United Artists
Don't Knock the Twist;Oscar Rudolph;Musical;Columbia
Dr. No;Terence Young;Action;"United Artists; first James Bond film"
Escape from East Berlin;Robert Siodmak;Drama;MGM
Escape from Zahrain;Ronald Neame;Drama;Paramount
Experiment in Terror;Blake Edwards;Film noir;Columbia
FBI Code 98;Leslie H. Martinson;Crime;Warner Bros.
The Firebrand;Maury Dexter;Western;20th Century Fox
Five Finger Exercise;Daniel Mann;Drama;Columbia
Five Miles to Midnight;Anatole Litvak;Suspense;United Artists
Five Weeks in a Balloon;Irwin Allen;Adventure;20th Century Fox
Follow that Dream;Gordon Douglas;Musical comedy;United Artists
Four Horsemen of the Apocalypse;Vincente Minnelli;Drama;MGM
Freud: The Secret Passion;John Huston;Biography;Universal
Gay Purr-ee;Abe Levitow;Animated musical;Warner Bros.
Geronimo;Arnold Laven;Western;United Artists
Gigot;Gene Kelly;Comedy;Fox
A Girl Named Tamiko;John Sturges;Drama;Paramount
Girls! Girls! Girls!;Norman Taurog;Musical comedy;Paramount
Gypsy;Mervyn LeRoy;Musical;"Warner Bros. Story of Gypsy Rose Lee; Golden Globe for Russell"
Hand of Death;Gene Nelson;Horror;20th Century Fox
Hands of a Stranger;Newt Arnold;Horror;Allied Artists
Hatari!;Howard Hawks;Action, Comedy;"Paramount; title means ""danger"" in Swahili"
Heaven and Earth Magic;Harry Everett Smith;Animated;
Hell Is for Heroes;Don Siegel;War drama;Paramount
Hemingway's Adventures of a Young Man;Martin Ritt;Drama;20th Century Fox. Also featuring Paul Newman
Hero's Island;Leslie Stevens;Adventure;UA
High Steaks;Gene Deitch;Animated short;MGM
Hitler;Stuart Heisler;Biopic;Allied Artists
The Horizontal Lieutenant;Richard Thorpe;Comedy;MGM
House of Women;Crane Wilbur;Drama;Warner Bros.
How the West Was Won;John Ford, Henry Hathaway, George Marshall;Epic western;"MGM; nominated for 8 Academy Awards"
If a Man Answers;Henry Levin;Comedy;Universal
In Search of the Castaways;Robert Stevenson;Family;Disney
Incident in an Alley;Edward L. Cahn;Crime;United Artists
The Inspector;Philip Dunne;Drama;20th Century Fox
The Interns;David Swift;Drama;"Columbia; sequel in 1964"
The Intruder;Roger Corman;Drama;Filmgroup
Invasion of the Star Creatures;Bruno VeSota;Comedy;American International Pictures
I Thank a Fool;Robert Stevens;Drama;MGM
It Happened In Athens;Andrew Marton;Comedy;Fox
It's Only Money;Frank Tashlin;Comedy;Paramount
Jack the Giant Killer;Nathan H. Juran;Fantasy;United Artists
Jessica;Jean Negulesco;Drama;United Artists. Filmed in Italy
The Jet Cage;Friz Freleng;Animated short;Warner Bros.
Journey to the Seventh Planet;Sid Pink;Sci-fi;American International Pictures
Kid Galahad;Phil Karlson;Musical drama;"United Artists; remake of 1937 film"
Lad, A Dog;Leslie H. Martinson, Aram Avakian;Drama;Warner Bros.
Lawrence of Arabia;David Lean;Epic, Biography;"Columbia; won 7 Academy Awards; top-grossing film of 1962"
Light in the Piazza;Guy Green;Drama;"MGM; from novel by Elizabeth Spencer"
The Lion;Jack Cardiff;Drama;20th Century Fox. Filmed in Kenya
Lolita;Stanley Kubrick;Drama;"MGM; from Vladimir Nabokov novel"
Lonely Are the Brave;David Miller;Western;"Universal; screenplay by Dalton Trumbo"
Long Day's Journey Into Night;Sidney Lumet;Drama;"Embassy; based on Eugene O'Neill play"
The Longest Day;Ken Annakin;War drama;"Fox; nominated for 5 Academy Awards"
Madison Avenue;H. Bruce Humberstone;Drama;Fox
The Magic Sword;Bert I. Gordon;Fantasy;United Artists
The Main Attraction;Daniel Petrie;Drama;MGM
The Man Who Shot Liberty Valance;John Ford;Western;"Paramount; Academy Award nomination for Costume Design"
The Manchurian Candidate;John Frankenheimer;Political thriller;"United Artists. Richard Condon novel; Golden Globe for Lansbury; 2004 remake"
The Manster;George Breakston;Horror;U.S./Japan
Mermaids of Tiburon;John Lamb;Fantasy;Filmgroup
Merrill's Marauders;Samuel Fuller;War;Warner Bros.
The Miracle Worker;Arthur Penn;Biographical drama;"United Artists. Helen Keller bio; Oscars for Bancroft, Duke"
Mister Magoo's Christmas Carol;Abe Levitow;Animated;
Moon Pilot;James Neilson;Comedy;Disney
Mouse Into Space;Gene Deitch;Animated short;MGM
Mr. Hobbs Takes a Vacation;Henry Koster;Comedy;Fox
The Music Man;Morton DaCosta;Musical;"Warner Bros.; from Meredith Willson play; 5 Oscar nominations"
Mutiny on the Bounty;Lewis Milestone;Adventure;"MGM; remake of 1935 film; 7 Oscar nominations"
